year,quarter,city1,statecode1,metropolitan1,city2,statecode2,metropolitan2,airport_code1,airport_code2,average_fare,nsmiles,passengers,large_mkt_share_carrier,lms_carrier_name,mkt_share,lowest_fare_carrier,lf_carrier_name
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Dallas/Fort Worth, TX",TX,0,CAK,DFW,282.48,1023,28,AA,"American Airlines, Inc.",0.5748,UA,"United Air Lines, Inc."
2020,1,"Albany, NY",NY,0,"Washington, DC (Metropolitan Area)",DC,1,ALB,DCA,205.83,325,91,AA,"American Airlines, Inc.",0.9687,AA,"American Airlines, Inc."
2020,1,"Detroit, MI",MI,0,"San Francisco, CA (Metropolitan Area)",CA,1,DTW,OAK,179.9,2079,95,NK,"Spirit Airlines, Inc.",0.5174,NK,"Spirit Airlines, Inc."
2020,1,"Houston, TX",TX,0,"Portland, OR",OR,0,IAH,PDX,295.23,1843,209,UA,"United Air Lines, Inc.",0.6803,AS,"Alaska Airlines, Inc."
2020,1,"Buffalo, NY",NY,0,"Phoenix, AZ",AZ,0,BUF,PHX,257.64,1912,150,WN,Southwest Airlines,0.5477,DL,"Delta Air Lines, Inc."
2020,1,"Albuquerque, NM",NM,0,"Houston, TX",TX,0,ABQ,IAH,272.78,759,88,UA,"United Air Lines, Inc.",0.9165,UA,"United Air Lines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Tampa, FL (Metropolitan Area)",FL,1,ONT,TPA,317.47,2158,63,AA,"American Airlines, Inc.",0.4772,WN,Southwest Airlines
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Sacramento, CA",CA,0,ISP,SMF,287.1,2553,1,WN,Southwest Airlines,0.6667,AA,"American Airlines, Inc."
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"New York City, NY (Metropolitan Area)",NY,1,CLE,SWF,263.45,459,1,AA,"American Airlines, Inc.",0.7273,AA,"American Airlines, Inc."
2020,1,"Hartford, CT",CT,0,"San Francisco, CA (Metropolitan Area)",CA,1,BDL,OAK,306.03,2625,21,WN,Southwest Airlines,0.9077,WN,Southwest Airlines
2020,1,"Dallas/Fort Worth, TX",TX,0,"Tulsa, OK",OK,0,DFW,TUL,184.54,238,172,AA,"American Airlines, Inc.",0.9834,AA,"American Airlines, Inc."
2020,1,"Detroit, MI",MI,0,"Houston, TX",TX,0,DTW,IAH,197.44,1092,562,DL,"Delta Air Lines, Inc.",0.4528,NK,"Spirit Airlines, Inc."
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Portland, ME",ME,0,LGA,PWM,168.95,284,122,DL,"Delta Air Lines, Inc.",0.5776,AA,"American Airlines, Inc."
2020,1,"Austin, TX",TX,0,"Los Angeles, CA (Metropolitan Area)",CA,1,AUS,LGB,152.76,1242,181,B6,Jetblue Airways Corporation,0.9343,B6,Jetblue Airways Corporation
2020,1,"Dallas/Fort Worth, TX",TX,0,"Hartford, CT",CT,0,DAL,BDL,253.42,1471,35,WN,Southwest Airlines,0.8106,WN,Southwest Airlines
2020,1,"Chicago, IL",IL,0,"Sarasota/Bradenton, FL",FL,0,MDW,SRQ,391.56,1050,2,DL,"Delta Air Lines, Inc.",1,DL,"Delta Air Lines, Inc."
2020,1,"Dallas/Fort Worth, TX",TX,0,"Los Angeles, CA (Metropolitan Area)",CA,1,DFW,LAX,180.16,1246,2414,AA,"American Airlines, Inc.",0.6633,NK,"Spirit Airlines, Inc."
2020,1,"San Antonio, TX",TX,0,"Washington, DC (Metropolitan Area)",DC,1,SAT,DCA,238.28,1407,274,WN,Southwest Airlines,0.5758,WN,Southwest Airlines
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Denver, CO",CO,0,CLE,DEN,183.91,1224,450,UA,"United Air Lines, Inc.",0.5271,WN,Southwest Airlines
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"San Antonio, TX",TX,0,LGA,SAT,238.13,1624,148,WN,Southwest Airlines,0.4848,WN,Southwest Airlines
2020,1,"Miami, FL (Metropolitan Area)",FL,1,"Washington, DC (Metropolitan Area)",DC,1,FLL,IAD,211.04,946,313,UA,"United Air Lines, Inc.",0.8593,WN,Southwest Airlines
2020,1,"Norfolk, VA (Metropolitan Area)",VA,1,"Tampa, FL (Metropolitan Area)",FL,1,ORF,PIE,74.42,726,36,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2020,1,"Burlington, VT",VT,0,"Washington, DC (Metropolitan Area)",DC,1,BTV,IAD,221.25,441,49,UA,"United Air Lines, Inc.",0.9819,UA,"United Air Lines, Inc."
2020,1,"Dallas/Fort Worth, TX",TX,0,"Tucson, AZ",AZ,0,DFW,TUS,270.63,824,219,AA,"American Airlines, Inc.",0.9815,UA,"United Air Lines, Inc."
2020,1,"Dallas/Fort Worth, TX",TX,0,"New York City, NY (Metropolitan Area)",NY,1,DFW,EWR,271.25,1428,1152,AA,"American Airlines, Inc.",0.4889,AA,"American Airlines, Inc."
2020,1,"Austin, TX",TX,0,"Boston, MA (Metropolitan Area)",MA,1,AUS,BOS,211.43,1698,685,B6,Jetblue Airways Corporation,0.4864,B6,Jetblue Airways Corporation
2020,1,"Dallas/Fort Worth, TX",TX,0,"Los Angeles, CA (Metropolitan Area)",CA,1,DAL,LGB,136.47,1246,15,WN,Southwest Airlines,0.9924,WN,Southwest Airlines
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Norfolk, VA (Metropolitan Area)",VA,1,HPN,ORF,335.79,337,2,AA,"American Airlines, Inc.",1,AA,"American Airlines, Inc."
2020,1,"Boise, ID",ID,0,"Phoenix, AZ",AZ,0,BOI,AZA,73.4,749,29,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Miami, FL (Metropolitan Area)",FL,1,SNA,FLL,339.5,2343,76,UA,"United Air Lines, Inc.",0.3642,AA,"American Airlines, Inc."
2020,1,"Dallas/Fort Worth, TX",TX,0,"Norfolk, VA (Metropolitan Area)",VA,1,DFW,PHF,298.41,1212,17,AA,"American Airlines, Inc.",0.7613,AA,"American Airlines, Inc."
2020,1,"Houston, TX",TX,0,"Phoenix, AZ",AZ,0,HOU,PHX,240.22,1020,422,WN,Southwest Airlines,0.987,WN,Southwest Airlines
2020,1,"Allentown/Bethlehem/Easton, PA",PA,0,"Tampa, FL (Metropolitan Area)",FL,1,ABE,PIE,89.54,970,126,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2020,1,"Dallas/Fort Worth, TX",TX,0,"Denver, CO",CO,0,DFW,DEN,175.83,651,1586,AA,"American Airlines, Inc.",0.6178,UA,"United Air Lines, Inc."
2020,1,"Albany, NY",NY,0,"Tampa, FL (Metropolitan Area)",FL,1,ALB,TPA,206.62,1138,245,WN,Southwest Airlines,0.8048,WN,Southwest Airlines
2020,1,"Orlando, FL",FL,0,"Washington, DC (Metropolitan Area)",DC,1,MCO,IAD,175.66,787,793,UA,"United Air Lines, Inc.",0.8549,F9,"Frontier Airlines, Inc."
2020,1,"Atlantic City, NJ",NJ,0,"Miami, FL (Metropolitan Area)",FL,1,ACY,FLL,88.65,977,238,NK,"Spirit Airlines, Inc.",1,NK,"Spirit Airlines, Inc."
2020,1,"Chicago, IL",IL,0,"Miami, FL (Metropolitan Area)",FL,1,MDW,MIA,252.27,1197,6,DL,"Delta Air Lines, Inc.",0.9808,DL,"Delta Air Lines, Inc."
2020,1,"Valparaiso, FL",FL,0,"Washington, DC (Metropolitan Area)",DC,1,VPS,DCA,221.85,819,89,AA,"American Airlines, Inc.",0.7833,AA,"American Airlines, Inc."
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Phoenix, AZ",AZ,0,CAK,PHX,249.4,1754,27,UA,"United Air Lines, Inc.",0.5062,UA,"United Air Lines, Inc."
2020,1,"Charleston, SC",SC,0,"New York City, NY (Metropolitan Area)",NY,1,CHS,HPN,184.79,677,13,AA,"American Airlines, Inc.",0.6356,AA,"American Airlines, Inc."
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"San Francisco, CA (Metropolitan Area)",CA,1,LGA,SJC,224.73,2619,44,WN,Southwest Airlines,0.3856,WN,Southwest Airlines
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"Fort Myers, FL",FL,0,BOS,RSW,205.24,1271,1771,B6,Jetblue Airways Corporation,0.6276,NK,"Spirit Airlines, Inc."
2020,1,"Charlotte, NC",NC,0,"Los Angeles, CA (Metropolitan Area)",CA,1,CLT,LAX,345.54,2125,488,AA,"American Airlines, Inc.",0.7813,F9,"Frontier Airlines, Inc."
2020,1,"Charlotte, NC",NC,0,"Cleveland, OH (Metropolitan Area)",OH,1,CLT,CAK,260.51,430,67,AA,"American Airlines, Inc.",0.9523,AA,"American Airlines, Inc."
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Omaha, NE",NE,0,EWR,OMA,249.84,1188,116,UA,"United Air Lines, Inc.",0.8951,UA,"United Air Lines, Inc."
2020,1,"Houston, TX",TX,0,"New Orleans, LA",LA,0,HOU,MSY,186.77,305,610,WN,Southwest Airlines,0.9986,WN,Southwest Airlines
2020,1,"Minneapolis/St. Paul, MN",MN,0,"New York City, NY (Metropolitan Area)",NY,1,MSP,JFK,245.56,1057,202,DL,"Delta Air Lines, Inc.",0.8621,B6,Jetblue Airways Corporation
2020,1,"Chicago, IL",IL,0,"Oklahoma City, OK",OK,0,ORD,OKC,214.81,693,146,AA,"American Airlines, Inc.",0.5364,UA,"United Air Lines, Inc."
2020,1,"Columbus, OH",OH,0,"Seattle, WA",WA,0,CMH,SEA,202.87,2016,167,AS,"Alaska Airlines, Inc.",0.542,UA,"United Air Lines, Inc."
2020,1,"Chicago, IL",IL,0,"San Antonio, TX",TX,0,ORD,SAT,266.05,1041,328,UA,"United Air Lines, Inc.",0.5377,AA,"American Airlines, Inc."
2020,1,"Birmingham, AL",AL,0,"Miami, FL (Metropolitan Area)",FL,1,BHM,MIA,251.45,661,99,AA,"American Airlines, Inc.",0.8002,AA,"American Airlines, Inc."
2020,1,"Tampa, FL (Metropolitan Area)",FL,1,"Washington, DC (Metropolitan Area)",DC,1,TPA,IAD,223.97,842,358,UA,"United Air Lines, Inc.",0.9036,WN,Southwest Airlines
2020,1,"San Francisco, CA (Metropolitan Area)",CA,1,"Tampa, FL (Metropolitan Area)",FL,1,SFO,TPA,335.43,2393,317,UA,"United Air Lines, Inc.",0.6265,AA,"American Airlines, Inc."
2020,1,"San Francisco, CA (Metropolitan Area)",CA,1,"Seattle, WA",WA,0,OAK,SEA,148.42,696,777,WN,Southwest Airlines,0.5895,WN,Southwest Airlines
2020,1,"Louisville, KY",KY,0,"Tampa, FL (Metropolitan Area)",FL,1,SDF,TPA,186.66,729,191,WN,Southwest Airlines,0.7048,WN,Southwest Airlines
2020,1,"Minneapolis/St. Paul, MN",MN,0,"San Francisco, CA (Metropolitan Area)",CA,1,MSP,SFO,223.63,1589,852,DL,"Delta Air Lines, Inc.",0.6251,SY,Sun Country Airlines
2020,1,"Atlanta, GA (Metropolitan Area)",GA,1,"Los Angeles, CA (Metropolitan Area)",CA,1,ATL,LGB,336.68,1947,8,DL,"Delta Air Lines, Inc.",0.4054,AA,"American Airlines, Inc."
2020,1,"Des Moines, IA",IA,0,"Los Angeles, CA (Metropolitan Area)",CA,1,DSM,BUR,273.99,1447,16,AA,"American Airlines, Inc.",0.3958,WN,Southwest Airlines
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Los Angeles, CA (Metropolitan Area)",CA,1,CAK,BUR,221.1,2073,1,DL,"Delta Air Lines, Inc.",0.8,DL,"Delta Air Lines, Inc."
2020,1,"Albuquerque, NM",NM,0,"San Francisco, CA (Metropolitan Area)",CA,1,ABQ,OAK,199.02,896,190,WN,Southwest Airlines,0.9559,WN,Southwest Airlines
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"New Orleans, LA",LA,0,PVD,MSY,204.84,1371,74,WN,Southwest Airlines,0.4431,WN,Southwest Airlines
2020,1,"Miami, FL (Metropolitan Area)",FL,1,"St. Louis, MO",MO,0,MIA,STL,255.63,1068,252,AA,"American Airlines, Inc.",0.908,UA,"United Air Lines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"San Francisco, CA (Metropolitan Area)",CA,1,ONT,SJC,133.82,372,462,WN,Southwest Airlines,0.9964,WN,Southwest Airlines
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"New York City, NY (Metropolitan Area)",NY,1,BOS,ISP,192.58,209,1,AA,"American Airlines, Inc.",1,AA,"American Airlines, Inc."
2020,1,"Houston, TX",TX,0,"New York City, NY (Metropolitan Area)",NY,1,IAH,HPN,248.68,1465,8,AA,"American Airlines, Inc.",0.5,UA,"United Air Lines, Inc."
2020,1,"Philadelphia, PA",PA,0,"Phoenix, AZ",AZ,0,PHL,PHX,322.84,2075,721,AA,"American Airlines, Inc.",0.8791,WN,Southwest Airlines
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Memphis, TN",TN,0,LAX,MEM,222.09,1619,285,DL,"Delta Air Lines, Inc.",0.432,G4,Allegiant Air LLC 
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"New York City, NY (Metropolitan Area)",NY,1,BOS,EWR,199.17,209,983,UA,"United Air Lines, Inc.",0.5602,B6,Jetblue Airways Corporation
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Philadelphia, PA",PA,0,SNA,PHL,305.75,2402,147,AA,"American Airlines, Inc.",0.6644,AA,"American Airlines, Inc."
2020,1,"Atlanta, GA (Metropolitan Area)",GA,1,"Washington, DC (Metropolitan Area)",DC,1,ATL,DCA,199.64,577,1536,DL,"Delta Air Lines, Inc.",0.6256,WN,Southwest Airlines
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Reno, NV",NV,0,ONT,RNO,196.33,415,55,WN,Southwest Airlines,0.8535,WN,Southwest Airlines
2020,1,"Chicago, IL",IL,0,"Oklahoma City, OK",OK,0,MDW,OKC,174.51,693,48,WN,Southwest Airlines,0.9749,WN,Southwest Airlines
2020,1,"Indianapolis, IN",IN,0,"San Francisco, CA (Metropolitan Area)",CA,1,IND,OAK,259.03,1943,52,WN,Southwest Airlines,0.7304,AA,"American Airlines, Inc."
2020,1,"Austin, TX",TX,0,"Miami, FL (Metropolitan Area)",FL,1,AUS,MIA,202.12,1105,318,AA,"American Airlines, Inc.",0.9253,AA,"American Airlines, Inc."
2020,1,"Kansas City, MO",MO,0,"New York City, NY (Metropolitan Area)",NY,1,MCI,EWR,250.13,1148,243,UA,"United Air Lines, Inc.",0.9074,AA,"American Airlines, Inc."
2020,1,"Miami, FL (Metropolitan Area)",FL,1,"Washington, DC (Metropolitan Area)",DC,1,FLL,BWI,170.09,946,1377,WN,Southwest Airlines,0.7053,NK,"Spirit Airlines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Orlando, FL",FL,0,LGB,MCO,271.39,2218,10,AA,"American Airlines, Inc.",0.4944,WN,Southwest Airlines
2020,1,"Burlington, VT",VT,0,"Washington, DC (Metropolitan Area)",DC,1,BTV,DCA,227.11,441,123,AA,"American Airlines, Inc.",0.9714,DL,"Delta Air Lines, Inc."
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Houston, TX",TX,0,CLE,HOU,228.84,1106,56,WN,Southwest Airlines,0.8051,WN,Southwest Airlines
2020,1,"Miami, FL (Metropolitan Area)",FL,1,"Minneapolis/St. Paul, MN",MN,0,FLL,MSP,216.53,1501,695,DL,"Delta Air Lines, Inc.",0.6895,NK,"Spirit Airlines, Inc."
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Salt Lake City, UT",UT,0,HPN,SLC,377.13,2022,11,DL,"Delta Air Lines, Inc.",0.7143,AA,"American Airlines, Inc."
2020,1,"Las Vegas, NV",NV,0,"New York City, NY (Metropolitan Area)",NY,1,LAS,HPN,313.96,2282,20,DL,"Delta Air Lines, Inc.",0.4382,UA,"United Air Lines, Inc."
2020,1,"Dallas/Fort Worth, TX",TX,0,"Los Angeles, CA (Metropolitan Area)",CA,1,DFW,BUR,265.87,1246,137,AA,"American Airlines, Inc.",0.9448,AA,"American Airlines, Inc."
2020,1,"Chicago, IL",IL,0,"Los Angeles, CA (Metropolitan Area)",CA,1,MDW,ONT,238.17,1750,93,WN,Southwest Airlines,0.9834,WN,Southwest Airlines
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"Dallas/Fort Worth, TX",TX,0,PVD,DAL,200.5,1562,37,WN,Southwest Airlines,0.9258,WN,Southwest Airlines
2020,1,"Des Moines, IA",IA,0,"Miami, FL (Metropolitan Area)",FL,1,DSM,FLL,240.09,1327,79,DL,"Delta Air Lines, Inc.",0.3384,DL,"Delta Air Lines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Reno, NV",NV,0,SNA,RNO,200.61,415,63,WN,Southwest Airlines,0.87,WN,Southwest Airlines
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"New York City, NY (Metropolitan Area)",NY,1,LAX,SWF,261.34,2510,10,AA,"American Airlines, Inc.",0.9263,AA,"American Airlines, Inc."
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"San Francisco, CA (Metropolitan Area)",CA,1,MHT,OAK,234.19,2704,7,WN,Southwest Airlines,0.9846,WN,Southwest Airlines
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Fort Myers, FL",FL,0,CAK,RSW,137.69,1025,74,NK,"Spirit Airlines, Inc.",0.7254,NK,"Spirit Airlines, Inc."
2020,1,"Eagle, CO",CO,0,"Miami, FL (Metropolitan Area)",FL,1,EGE,FLL,437.25,1810,19,AA,"American Airlines, Inc.",0.4798,AA,"American Airlines, Inc."
2020,1,"Albuquerque, NM",NM,0,"New York City, NY (Metropolitan Area)",NY,1,ABQ,LGA,196.05,1861,109,AA,"American Airlines, Inc.",0.4226,WN,Southwest Airlines
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Orlando, FL",FL,0,BUR,MCO,255.06,2218,48,WN,Southwest Airlines,0.5227,WN,Southwest Airlines
2020,1,"Dallas/Fort Worth, TX",TX,0,"New Orleans, LA",LA,0,DAL,MSY,183.69,447,551,WN,Southwest Airlines,0.9972,WN,Southwest Airlines
2020,1,"Denver, CO",CO,0,"San Francisco, CA (Metropolitan Area)",CA,1,DEN,OAK,199.68,967,429,WN,Southwest Airlines,0.9757,WN,Southwest Airlines
2020,1,"Dallas/Fort Worth, TX",TX,0,"New York City, NY (Metropolitan Area)",NY,1,DFW,ISP,288.85,1428,3,AA,"American Airlines, Inc.",0.9677,F9,"Frontier Airlines, Inc."
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Portland, OR",OR,0,LGA,PDX,277.87,2482,29,DL,"Delta Air Lines, Inc.",0.2769,WN,Southwest Airlines
2020,1,"Miami, FL (Metropolitan Area)",FL,1,"Tallahassee, FL",FL,0,FLL,TLH,270.42,402,17,DL,"Delta Air Lines, Inc.",0.9419,AA,"American Airlines, Inc."
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"Richmond, VA",VA,0,PVD,RIC,215.4,487,15,AA,"American Airlines, Inc.",0.7899,AA,"American Airlines, Inc."
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"St. Louis, MO",MO,0,CAK,STL,168.97,498,11,AA,"American Airlines, Inc.",0.4902,UA,"United Air Lines, Inc."
2020,1,"Everett, WA",WA,0,"Phoenix, AZ",AZ,0,PAE,PHX,166.2,1133,198,AS,"Alaska Airlines, Inc.",0.9651,UA,"United Air Lines, Inc."
2020,1,"Columbia, SC",SC,0,"New York City, NY (Metropolitan Area)",NY,1,CAE,ISP,178.75,647,0,AA,"American Airlines, Inc.",1,AA,"American Airlines, Inc."
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Dallas/Fort Worth, TX",TX,0,CLE,DAL,237.16,1023,52,WN,Southwest Airlines,0.9197,DL,"Delta Air Lines, Inc."
2020,1,"Tampa, FL (Metropolitan Area)",FL,1,"Washington, DC (Metropolitan Area)",DC,1,TPA,BWI,189.29,842,909,WN,Southwest Airlines,0.8103,NK,"Spirit Airlines, Inc."
2020,1,"Bend/Redmond, OR",OR,0,"Los Angeles, CA (Metropolitan Area)",CA,1,RDM,LAX,168.52,751,127,AS,"Alaska Airlines, Inc.",0.4637,AS,"Alaska Airlines, Inc."
2020,1,"Chicago, IL",IL,0,"Washington, DC (Metropolitan Area)",DC,1,MDW,IAD,231.78,621,4,WN,Southwest Airlines,0.525,WN,Southwest Airlines
2020,1,"Chicago, IL",IL,0,"Denver, CO",CO,0,MDW,DEN,160.12,895,770,WN,Southwest Airlines,0.994,WN,Southwest Airlines
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"Los Angeles, CA (Metropolitan Area)",CA,1,MHT,BUR,345.8,2611,1,AA,"American Airlines, Inc.",0.4,UA,"United Air Lines, Inc."
2020,1,"Dallas/Fort Worth, TX",TX,0,"Norfolk, VA (Metropolitan Area)",VA,1,DAL,PHF,317.46,1212,1,DL,"Delta Air Lines, Inc.",1,DL,"Delta Air Lines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Pittsburgh, PA",PA,0,BUR,PIT,259.82,2136,33,WN,Southwest Airlines,0.6382,WN,Southwest Airlines
2020,1,"Austin, TX",TX,0,"New York City, NY (Metropolitan Area)",NY,1,AUS,JFK,207.89,1559,959,DL,"Delta Air Lines, Inc.",0.474,B6,Jetblue Airways Corporation
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Orlando, FL",FL,0,CLE,MCO,137.96,895,871,UA,"United Air Lines, Inc.",0.2887,NK,"Spirit Airlines, Inc."
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"San Francisco, CA (Metropolitan Area)",CA,1,BOS,SFO,327.96,2704,2043,B6,Jetblue Airways Corporation,0.3873,AS,"Alaska Airlines, Inc."
2020,1,"Detroit, MI",MI,0,"New York City, NY (Metropolitan Area)",NY,1,DTW,LGA,203.57,540,1014,DL,"Delta Air Lines, Inc.",0.5821,NK,"Spirit Airlines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"West Palm Beach/Palm Beach, FL",FL,0,ONT,PBI,331.41,2330,17,AA,"American Airlines, Inc.",0.7051,AA,"American Airlines, Inc."
2020,1,"Houston, TX",TX,0,"St. Louis, MO",MO,0,IAH,STL,275.77,687,151,UA,"United Air Lines, Inc.",0.8864,DL,"Delta Air Lines, Inc."
2020,1,"Houston, TX",TX,0,"Washington, DC (Metropolitan Area)",DC,1,HOU,BWI,167.34,1246,478,WN,Southwest Airlines,0.9561,DL,"Delta Air Lines, Inc."
2020,1,"Atlanta, GA (Metropolitan Area)",GA,1,"Houston, TX",TX,0,ATL,HOU,144.23,696,833,WN,Southwest Airlines,0.6596,WN,Southwest Airlines
2020,1,"Hartford, CT",CT,0,"Houston, TX",TX,0,BDL,IAH,287.77,1519,108,UA,"United Air Lines, Inc.",0.6059,DL,"Delta Air Lines, Inc."
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Omaha, NE",NE,0,SWF,OMA,305.5,1188,1,AA,"American Airlines, Inc.",0.5,DL,"Delta Air Lines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"San Francisco, CA (Metropolitan Area)",CA,1,SNA,SFO,167.32,372,937,AS,"Alaska Airlines, Inc.",0.5522,AS,"Alaska Airlines, Inc."
2020,1,"Cincinnati, OH",OH,0,"Houston, TX",TX,0,CVG,HOU,199.15,886,23,WN,Southwest Airlines,0.6995,WN,Southwest Airlines
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"New York City, NY (Metropolitan Area)",NY,1,CLE,ISP,172.01,459,4,WN,Southwest Airlines,0.9737,WN,Southwest Airlines
2020,1,"Boston, MA (Metropolitan Area)",MA,1,"Tampa, FL (Metropolitan Area)",FL,1,PVD,TPA,183,1204,328,WN,Southwest Airlines,0.6716,F9,"Frontier Airlines, Inc."
2020,1,"Fargo, ND",ND,0,"Phoenix, AZ",AZ,0,FAR,AZA,99.71,1225,344,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2020,1,"Dallas/Fort Worth, TX",TX,0,"New York City, NY (Metropolitan Area)",NY,1,DFW,JFK,247.31,1428,296,DL,"Delta Air Lines, Inc.",0.5945,AA,"American Airlines, Inc."
2020,1,"San Diego, CA",CA,0,"Washington, DC (Metropolitan Area)",DC,1,SAN,BWI,256.54,2295,491,WN,Southwest Airlines,0.6961,F9,"Frontier Airlines, Inc."
2020,1,"Detroit, MI",MI,0,"Tampa, FL (Metropolitan Area)",FL,1,DTW,TPA,164.01,983,1306,DL,"Delta Air Lines, Inc.",0.651,NK,"Spirit Airlines, Inc."
2020,1,"Denver, CO",CO,0,"San Francisco, CA (Metropolitan Area)",CA,1,DEN,SFO,191.99,967,1617,UA,"United Air Lines, Inc.",0.6018,WN,Southwest Airlines
2020,1,"Dallas/Fort Worth, TX",TX,0,"Kansas City, MO",MO,0,DAL,MCI,168.87,461,506,WN,Southwest Airlines,0.9993,WN,Southwest Airlines
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"Orlando, FL",FL,0,HPN,MCO,199.63,989,393,B6,Jetblue Airways Corporation,0.9628,B6,Jetblue Airways Corporation
2020,1,"Phoenix, AZ",AZ,0,"Sioux Falls, SD",SD,0,AZA,FSD,111.08,1081,319,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2020,1,"Albany, NY",NY,0,"Washington, DC (Metropolitan Area)",DC,1,ALB,IAD,205.49,325,40,UA,"United Air Lines, Inc.",0.9864,UA,"United Air Lines, Inc."
2020,1,"Chicago, IL",IL,0,"Kansas City, MO",MO,0,ORD,MCI,222.49,405,392,AA,"American Airlines, Inc.",0.564,AA,"American Airlines, Inc."
2020,1,"Kansas City, MO",MO,0,"Miami, FL (Metropolitan Area)",FL,1,MCI,FLL,229.82,1251,456,WN,Southwest Airlines,0.6812,AA,"American Airlines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"New York City, NY (Metropolitan Area)",NY,1,LGB,EWR,342.98,2510,2,AA,"American Airlines, Inc.",0.7273,B6,Jetblue Airways Corporation
2020,1,"New York City, NY (Metropolitan Area)",NY,1,"St. Louis, MO",MO,0,HPN,STL,254.2,929,10,AA,"American Airlines, Inc.",0.5111,DL,"Delta Air Lines, Inc."
2020,1,"Detroit, MI",MI,0,"New York City, NY (Metropolitan Area)",NY,1,DTW,HPN,259.98,540,91,DL,"Delta Air Lines, Inc.",0.9662,DL,"Delta Air Lines, Inc."
2020,1,"Cleveland, OH (Metropolitan Area)",OH,1,"Washington, DC (Metropolitan Area)",DC,1,CLE,IAD,227.9,314,68,UA,"United Air Lines, Inc.",0.9743,UA,"United Air Lines, Inc."
2020,1,"Fresno, CA",CA,0,"Phoenix, AZ",AZ,0,FAT,PHX,195.75,493,182,AA,"American Airlines, Inc.",0.9717,UA,"United Air Lines, Inc."
2020,1,"Austin, TX",TX,0,"New York City, NY (Metropolitan Area)",NY,1,AUS,EWR,238.79,1559,620,UA,"United Air Lines, Inc.",0.899,DL,"Delta Air Lines, Inc."
2020,1,"Nashville, TN",TN,0,"Washington, DC (Metropolitan Area)",DC,1,BNA,BWI,180.7,587,484,WN,Southwest Airlines,0.8342,NK,"Spirit Airlines, Inc."
2020,1,"Los Angeles, CA (Metropolitan Area)",CA,1,"Miami, FL (Metropolitan Area)",FL,1,BUR,MIA,351.29,2343,20,AA,"American Airlines, Inc.",0.7143,AA,"American Airlines, Inc."
